dia;Operador;Modelo;Placa;Odometro Final;Odometro Inicial;Distancia Diaria;energy;kWh/km
17/06/2024;BOSQUES DE SANTA FE;JAC EJ7;26F459;161429;161284;145;26,15;0,18
17/06/2024;LALA;BYD T45;PX1148B;190;155;35;27,37;0,78
17/06/2024;LALA;BYD T45;32J973;15409;15363;46;40,08;0,87
17/06/2024;LALA;BYD T45;LG23183;194;186;8;6,18;0,77
17/06/2024;LALA;JAC E10X;58J037;358;292;66;8,29;0,13
17/06/2024;LIVERPOOL;Renault Kangoo;24J527;91331;91173;158;28,68;0,18
17/06/2024;SIGMA ALIMENTOS;JAC E10X;28J427;47251;47152;99;15,54;0,16
17/06/2024;SIGMA ALIMENTOS;JAC E10X;28J438;58645;58645;0;0;NULL
17/06/2024;LALA;BYD T45;PX1147B;173;152;21;17,46;0,83
17/06/2024;UNILEVER;Fotón S3;LG02452;8153;8094;59;31,5;0,53
17/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A015;254450;254250;200;247,72;1,24
17/06/2024;GRUPO MODELO;BYD T018 SWB;RE7708A;21783;21702;81;103,87;1,28
17/06/2024;GRUPO MODELO;BYD T018 SWB;RE7115A;21199;21135;64;74,75;1,17
17/06/2024;LALA;BYD T45;LG23166;206;206;0;0;NULL
17/06/2024;LALA;BYD T45;32J974;16610;16574;36;29,22;0,81
17/06/2024;BOSQUES DE SANTA FE;JAC EJ7;26F433;145213;145019;194;32,07;0,17
17/06/2024;LALA;BYD T45;32J980;21193;21141;52;38,61;0,74
17/06/2024;HEINEKEN;BYD T018 SWB;19192;10519;10492;27;20,4;0,76
17/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A010;248390;248166;224;277,45;1,24
17/06/2024;CEMEX;Q3MA;13BA7R;10236;10236;0;NULL;NULL
17/06/2024;GRUPO MODELO;BYD T018 SWB;RE7711A;20167;20129;38;46,12;1,21
17/06/2024;LALA;BYD T45;LG23178;196;188;8;5,07;0,63
17/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A012;246162;245889;273;353,51;1,29
17/06/2024;LIVERPOOL;Renault Kangoo;33J570;19362;19309;53;7,87;0,15
18/06/2024;LALA;BYD T45;LG23185;195;195;0;0;NULL
18/06/2024;LALA;BYD T45;RH1593A;15082;15039;43;33,2;0,77
18/06/2024;LIVERPOOL;FORD eTransit;32J307;14452;14302;150;39,2;0,26
18/06/2024;UNILEVER;Fotón S3;LG02465;8025;7989;36;22,9;0,64
18/06/2024;LALA;BYD T45;LG23180;366;333;33;22,87;0,69
18/06/2024;GRUPO MODELO;BYD T018 SWB;RE7716A;26373;26299;74;88,12;1,19
18/06/2024;LALA;BYD T45;32J972;16368;16343;25;NULL;NULL
18/06/2024;LALA;JAC E10X;58J420;385;297;88;11,33;0,13
18/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;1210276;213174;212895;279;361,28;1,29
18/06/2024;GRUPO MODELO;BYD T018 SWB;RE7701A;24714;24604;110;123,43;1,12
18/06/2024;HEINEKEN;BYD T018 SWB;19192;10562;10519;43;32,5;0,76
18/06/2024;CEMEX;Q3MA;14BA7R;11733;11724;9;NULL;NULL
18/06/2024;SIGMA ALIMENTOS;JAC E10X;28J427;47350;47251;99;15,54;0,16
18/06/2024;LALA;BYD T45;31J773;14560;14530;30;26,14;0,87
18/06/2024;LALA;JAC E10X;57J997;526;414;112;15,47;0,14
18/06/2024;LALA;BYD T45;32J980;21234;21193;41;30,44;0,74
18/06/2024;LIVERPOOL;JAC E Sunray;25J829;20032;19950;82;30,98;0,38
18/06/2024;DEMOS;Skywell D11;45F111;25915;25802;113;19,93;0,18
18/06/2024;BOSQUES DE SANTA FE;JAC EJ7;80F209;157507;157478;29;5,09;0,18
18/06/2024;GRUPO MODELO;VW eDelivery;RD1185A;5154;5154;0;0;NULL
18/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A012;246443;246162;281;363,87;1,29
18/06/2024;BOSQUES DE SANTA FE;JAC EJ7;26F459;161534;161429;105;18,94;0,18
18/06/2024;LALA;BYD T45;16N963;15805;15758;47;28,85;0,61
18/06/2024;LALA;JAC E10X;58J361;439;356;83;9,9;0,12
18/06/2024;HEINEKEN;BYD T018 SWB;19193;7738;7717;21;18,76;0,89
18/06/2024;BIMBO;BYD T4C;49J620;3284;3242;42;18,1;0,43
18/06/2024;LALA;BYD T45;PX1148B;221;190;31;24,25;0,78
18/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A016;252560;252260;300;388,47;1,29
18/06/2024;LALA;BYD T45;LG23186;194;194;0;0;NULL
18/06/2024;MAXUS;AT EV 2.5;LSF1L2303PD200773;5504;5393;111;NULL;NULL
18/06/2024;LALA;BYD T45;LG23190;260;260;0;0;NULL
18/06/2024;LALA;BYD T45;32J973;15469;15409;60;52,27;0,87
18/06/2024;LALA;BYD T45;33J082;14644;14616;28;22,45;0,8
18/06/2024;LALA;BYD T45;LG23182;281;280;1;0,83;0,83
18/06/2024;LALA;JAC E10X;57J998;508;402;106;12,65;0,12
18/06/2024;LALA;BYD T45;LG23183;194;194;0;0;NULL
18/06/2024;LALA;BYD T45;LPESKB3B6N0000082;196;196;0;0;NULL
18/06/2024;LALA;BYD T45;32J981;16619;16579;40;25,34;0,63
18/06/2024;LIVERPOOL;Renault Kangoo;24J527;91463;91331;132;23,96;0,18
18/06/2024;SIGMA ALIMENTOS;JAC E10X;28J439;45766;45675;91;12,29;0,14
18/06/2024;GRUPO MODELO;BYD T018 SWB;RE7700A;22918;22794;124;144,82;1,17
18/06/2024;LALA;BYD T45;LG23166;206;206;0;0;NULL
18/06/2024;LALA;BYD T45;LG23176;205;205;0;0;NULL
18/06/2024;LALA;BYD T45;LPESKB3B4N0000078;199;199;0;0;NULL
18/06/2024;LALA;BYD T45;LG23178;196;196;0;0;NULL
18/06/2024;SUPREME RESOURCES;BYD T45;A737AG;12913;12913;0;0;NULL
18/06/2024;SIGMA ALIMENTOS;JAC E10X;28J438;58645;58645;0;0;NULL
18/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A010;248689;248390;299;370,34;1,24
18/06/2024;LALA;BYD T45;LG23191;325;325;0;0;NULL
18/06/2024;UNILEVER;Fotón S3;LG02452;8195;8153;42;22,42;0,53
18/06/2024;LALA;BYD T45;PX1147B;196;173;23;19,13;0,83
18/06/2024;LALA;JAC E10X;58J037;446;358;88;11,05;0,13
18/06/2024;LIVERPOOL;Renault Kangoo;33J570;19405;19362;43;6,39;0,15
18/06/2024;GRUPO MODELO;BYD T018 SWB;RE7708A;21827;21783;44;56,43;1,28
18/06/2024;SUPREME RESOURCES;BYD T018 SWB;A788AH;17389;17316;73;60,18;0,82
18/06/2024;LALA;BYD T45;32J974;16649;16610;39;31,66;0,81
18/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A013;256229;255952;277;358,69;1,29
18/06/2024;LALA;BYD T45;31J867;13858;13822;36;29,22;0,81
18/06/2024;CEMEX;Q3MA;13BA7R;10236;10236;0;NULL;NULL
18/06/2024;LALA;BYD T45;16N961;21018;20960;58;35,03;0,6
18/06/2024;GRUPO MODELO;BYD T018 SWB;RE7706A;28447;28321;126;144,27;1,15
18/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A017;244603;244317;286;354,24;1,24
18/06/2024;LALA;BYD T45;SY3462D;20787;20725;62;32,53;0,52
18/06/2024;LALA;BYD T45;LG23170;207;207;0;0;NULL
18/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A015;254735;254450;285;353;1,24
18/06/2024;BOSQUES DE SANTA FE;JAC EJ7;28F749;138250;138232;18;3,52;0,2
18/06/2024;GRUPO MODELO;BYD T018 SWB;RE7115A;21245;21199;46;53,72;1,17
18/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A011;247589;247330;259;335,38;1,29
18/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A014;253445;253170;275;356,1;1,29
18/06/2024;ANDESMAR;Nissan Leaf;AF298KU;7994;7863;131;16,24;0,12
18/06/2024;OXXO;BYD T4C;LF-58-948;577;406;171;60,67;0,35
18/06/2024;LALA;BYD T45;LG23179;376;336;40;29,3;0,73
18/06/2024;LALA;BYD T45;LG23192;232;232;0;0;NULL
18/06/2024;GRUPO MODELO;BYD T018 SWB;RE7713A;20713;20605;108;126,13;1,17
18/06/2024;MAXUS;AT EV 2.5;LSF1L2301PD200772;5403;5324;79;NULL;NULL
18/06/2024;LALA;JAC E10X;57J869;360;310;50;6,59;0,13
18/06/2024;GRUPO MODELO;BYD T018 SWB;RE7711A;20220;20167;53;64,33;1,21
18/06/2024;LALA;BYD T45;31J780;21363;21362;1;0,62;0,62
18/06/2024;LALA;BYD T45;LG26417;13491;13458;33;29,08;0,88
18/06/2024;LIVERPOOL;FORD eTransit;35J480;28428;28366;62;14,12;0,23
18/06/2024;UNILEVER;Fotón TM3;LG25459;1828;1801;27;9,21;0,34
18/06/2024;HEINEKEN;BYD T018 SWB;19194;12707;12660;47;49,51;1,05
18/06/2024;ANDESMAR;Nissan Leaf;AF396WR;21598;21580;18;NULL;NULL
18/06/2024;LALA;BYD T45;RN1592A;17575;17537;38;32,35;0,85
18/06/2024;GRUPO MODELO;BYD T018 SWB;RE7710A;21731;21570;161;195,41;1,21
18/06/2024;LALA;BYD T45;33J145;15390;15356;34;27,94;0,82
18/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A009;247442;244518;2924;3621,67;1,24
18/06/2024;LALA;BYD T45;31J868;17462;17427;35;26,68;0,76
18/06/2024;LALA;BYD T45;EU2280C;124;124;0;0;NULL
18/06/2024;LALA;BYD T45;31J774;14329;14303;26;22,65;0,87
18/06/2024;LALA;JAC E10X;58J364;283;221;62;8,37;0,14
18/06/2024;LALA;BYD T45;FB0486B;14203;14167;36;24,95;0,69
18/06/2024;LALA;JAC E10X;57J996;347;295;52;6,69;0,13
18/06/2024;GRUPO MODELO;VW eDelivery;RN4491A;7368;7318;50;29;0,58
18/06/2024;LALA;BYD T45;16N962;10736;10708;28;22,73;0,81
18/06/2024;DHL-Brasil;JAC IEV1200T PLUS;EMA3G24;13869;13868;1;NULL;NULL
18/06/2024;BOSQUES DE SANTA FE;JAC EJ7;26F433;145338;145213;125;20,67;0,17
18/06/2024;DHL-Brasil;JAC IEV1200T PLUS;GHQ8J41;14734;14734;0;NULL;NULL
18/06/2024;ANDESMAR;Nissan Leaf;AF640FM;4681;4681;0;NULL;NULL
18/06/2024;LALA;JAC E10X;58J362;143;139;4;0,41;0,1
19/06/2024;UNILEVER;Fotón S3;LG02465;8091;8025;66;41,99;0,64
19/06/2024;LALA;JAC E10X;58J364;317;283;34;4,59;0,14
19/06/2024;GRUPO MODELO;BYD T018 SWB;RE7701A;24820;24714;106;118,94;1,12
19/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A017;244786;244603;183;226,66;1,24
19/06/2024;CEMEX;Q3MA;13BA7R;10250;10236;14;NULL;NULL
19/06/2024;DEMOS;Skywell D11;45F111;26035;25915;120;21,17;0,18
19/06/2024;LALA;JAC E10X;58J360;727;565;162;18,82;0,12
19/06/2024;HEINEKEN;BYD T018 SWB;19194;12739;12707;32;33,71;1,05
19/06/2024;LALA;BYD T45;16N961;21069;21018;51;30,8;0,6
19/06/2024;LALA;BYD T45;16N962;10763;10736;27;21,92;0,81
19/06/2024;BOSQUES DE SANTA FE;JAC EJ7;80F209;157724;157507;217;38,05;0,18
19/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A015;255002;254735;267;330,71;1,24
19/06/2024;LALA;JAC E10X;58J037;536;446;90;11,3;0,13
19/06/2024;UNILEVER;Fotón TM3;LG25459;1904;1828;76;25,93;0,34
19/06/2024;GRUPO MODELO;VW eDelivery;RN4491A;7369;7368;1;0,58;0,58
19/06/2024;LALA;JAC E10X;58J420;485;385;100;12,87;0,13
19/06/2024;LALA;JAC E10X;57J998;587;508;79;9,43;0,12
19/06/2024;LALA;BYD T45;16N963;15846;15805;41;25,17;0,61
19/06/2024;GRUPO MODELO;VW eDelivery;RD1185A;5189;5154;35;32,2;0,92
19/06/2024;LALA;JAC E10X;57J997;621;526;95;13,13;0,14
19/06/2024;LALA;BYD T45;31J773;14596;14560;36;31,36;0,87
19/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;1210276;213444;213174;270;349,62;1,29
19/06/2024;GRUPO MODELO;BYD T018 SWB;RE7716A;26424;26373;51;60,73;1,19
19/06/2024;LIVERPOOL;FORD eTransit;32J307;14507;14452;55;14,37;0,26
19/06/2024;DHL-Brasil;JAC IEV1200T PLUS;EMA3G24;14004;13869;135;NULL;NULL
19/06/2024;BOSQUES DE SANTA FE;JAC EJ7;42F134;124603;124602;1;0,18;0,18
19/06/2024;LALA;JAC E10X;57J996;408;347;61;7,85;0,13
19/06/2024;LALA;BYD T45;31J774;14352;14329;23;20,04;0,87
19/06/2024;LALA;BYD T45;31J780;21363;21363;0;0;NULL
19/06/2024;LALA;JAC E10X;57J869;438;360;78;10,29;0,13
19/06/2024;OXXO;BYD T4C;LF-58-948;579;577;2;0,71;0,36
19/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A014;253731;253445;286;370,34;1,29
19/06/2024;LALA;BYD T45;SY3462D;20829;20787;42;22,04;0,52
19/06/2024;LALA;BYD T45;31J867;13892;13858;34;27,6;0,81
19/06/2024;BOSQUES DE SANTA FE;JAC EJ7;28F749;138377;138250;127;24,81;0,2
19/06/2024;ANDESMAR;Nissan Leaf;AF298KU;8126;7994;132;16,37;0,12
19/06/2024;GRUPO MODELO;BYD T018 SWB;RE7713A;20759;20713;46;53,72;1,17
19/06/2024;LIVERPOOL;FORD eTransit;35J480;28508;28428;80;18,22;0,23
19/06/2024;LALA;BYD T45;RN1592A;17596;17575;21;17,88;0,85
19/06/2024;LALA;BYD T45;31J868;17501;17462;39;29,73;0,76
19/06/2024;LALA;BYD T45;LG23170;207;207;0;0;NULL
19/06/2024;DHL-Brasil;JAC IEV1200T PLUS;GHQ8J41;14872;14734;138;NULL;NULL
19/06/2024;LALA;BYD T45;RH1593A;15114;15082;32;24,71;0,77
19/06/2024;LALA;BYD T45;32J972;16398;16368;30;NULL;NULL
19/06/2024;SIGMA ALIMENTOS;JAC E10X;28J427;47460;47350;110;17,27;0,16
19/06/2024;LIVERPOOL;JAC E Sunray;25J829;20112;20032;80;30,23;0,38
19/06/2024;LALA;BYD T45;LG23166;233;206;27;18,71;0,69
19/06/2024;BOSQUES DE SANTA FE;JAC EJ7;26F459;161661;161534;127;22,91;0,18
19/06/2024;LALA;BYD T45;PX1148B;250;221;29;22,68;0,78
19/06/2024;LALA;BYD T45;32J973;15519;15469;50;43,56;0,87
19/06/2024;LIVERPOOL;Renault Kangoo;24J527;91614;91463;151;27,41;0,18
19/06/2024;LALA;BYD T45;PX1147B;213;196;17;14,14;0,83
19/06/2024;LALA;BYD T45;32J974;16679;16649;30;24,35;0,81
19/06/2024;LALA;BYD T45;LG23178;196;196;0;0;NULL
19/06/2024;GRUPO MODELO;BYD T018 SWB;RE7115A;21292;21245;47;54,89;1,17
19/06/2024;BOSQUES DE SANTA FE;JAC EJ7;26F433;145365;145338;27;4,46;0,17
19/06/2024;LALA;BYD T45;32J980;21286;21234;52;38,61;0,74
19/06/2024;LALA;BYD T45;LPESKB3B6N0000082;196;196;0;0;NULL
19/06/2024;LALA;BYD T45;LPESKB3B4N0000078;199;199;0;0;NULL
19/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A011;247901;247589;312;404,01;1,29
19/06/2024;GRUPO MODELO;BYD T018 SWB;RE7711A;20271;20220;51;61,9;1,21
19/06/2024;LIVERPOOL;Renault Kangoo;33J570;19445;19405;40;5,94;0,15
19/06/2024;LALA;BYD T45;32J981;16663;16619;44;27,88;0,63
19/06/2024;SIGMA ALIMENTOS;JAC E10X;28J439;45861;45766;95;12,83;0,14
19/06/2024;LALA;BYD T45;LG26417;13520;13491;29;25,55;0,88
19/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A013;256510;256229;281;363,87;1,29
19/06/2024;LALA;BYD T45;33J082;14674;14644;30;24,06;0,8
19/06/2024;BIMBO;BYD T4C;49J620;3321;3284;37;15,94;0,43
19/06/2024;LALA;BYD T45;LG23176;205;205;0;0;NULL
19/06/2024;SUPREME RESOURCES;BYD T018 SWB;A788AH;17460;17389;71;58,53;0,82
19/06/2024;LALA;BYD T45;33J145;15423;15390;33;27,12;0,82
19/06/2024;GRUPO MODELO;BYD T018 SWB;RE7710A;21777;21731;46;55,83;1,21
19/06/2024;MAXUS;AT EV 2.5;LSF1L2301PD200772;5447;5403;44;NULL;NULL
19/06/2024;LALA;BYD T45;LG23192;232;232;0;0;NULL
19/06/2024;LALA;BYD T45;LG23191;326;325;1;0,74;0,74
19/06/2024;GRUPO MODELO;BYD T018 SWB;RE7700A;23030;22918;112;130,8;1,17
19/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A010;248971;248689;282;349,29;1,24
19/06/2024;LALA;BYD T45;LG23190;293;260;33;19,93;0,6
19/06/2024;LALA;BYD T45;LG23186;194;194;0;0;NULL
19/06/2024;SUPREME RESOURCES;BYD T45;A737AG;13043;12913;130;50,19;0,39
19/06/2024;LALA;BYD T45;EU2280C;124;124;0;0;NULL
19/06/2024;LALA;BYD T45;LG23185;195;195;0;0;NULL
19/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A012;246753;246443;310;401,42;1,29
19/06/2024;UNILEVER;Fotón S3;LG02452;8254;8195;59;31,5;0,53
19/06/2024;GRUPO MODELO;BYD T018 SWB;RE7708A;21876;21827;49;62,84;1,28
19/06/2024;LALA;BYD T45;LG23183;194;194;0;0;NULL
19/06/2024;LALA;BYD T45;LG23182;306;281;25;20,79;0,83
19/06/2024;MAXUS;AT EV 2.5;LSF1L2303PD200773;5603;5504;99;NULL;NULL
19/06/2024;LALA;BYD T45;LG23180;397;366;31;21,48;0,69
19/06/2024;GRUPO MODELO;VW eDelivery;RN4492A;4214;NULL;NULL;NULL;NULL
19/06/2024;ANDESMAR;Nissan Leaf;AF396WR;21618;21598;20;NULL;NULL
19/06/2024;GRUPO MODELO;BYD T018 SWB;RE7706A;28506;28447;59;67,56;1,15
19/06/2024;LALA;BYD T45;LG23179;413;376;37;27,11;0,73
19/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A009;247743;247442;301;372,82;1,24
19/06/2024;LALA;BYD T45;FB0486B;14233;14203;30;20,79;0,69
19/06/2024;CEMEX;Q3MA;14BA7R;11752;11733;19;NULL;NULL
19/06/2024;LALA;JAC E10X;58J361;514;439;75;8,95;0,12
19/06/2024;HEINEKEN;BYD T018 SWB;19193;7760;7738;22;19,65;0,89
19/06/2024;HEINEKEN;BYD T018 SWB;19192;10600;10562;38;28,72;0,76
19/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A016;252840;252560;280;362,57;1,29
19/06/2024;LALA;JAC E10X;58J363;133;133;0;0;NULL
20/06/2024;UNILEVER;Fotón S3;LG02452;8292;8254;38;20,29;0,53
20/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A016;253111;252840;271;350,92;1,29
20/06/2024;LALA;BYD T45;LPESKB3B4N0000078;199;199;0;0;NULL
20/06/2024;LALA;BYD T45;LPESKB3B6N0000082;197;196;1;0,61;0,61
20/06/2024;LALA;BYD T45;32J980;21344;21286;58;43,07;0,74
20/06/2024;BOSQUES DE SANTA FE;JAC EJ7;26F433;145559;145365;194;32,07;0,17
20/06/2024;GRUPO MODELO;BYD T018 SWB;RE7115A;21292;21292;0;0;NULL
20/06/2024;LALA;BYD T45;32J974;16722;16679;43;34,91;0,81
20/06/2024;LALA;JAC E10X;58J037;629;536;93;11,68;0,13
20/06/2024;GRUPO MODELO;BYD T018 SWB;RE7708A;21876;21876;0;0;NULL
20/06/2024;LALA;BYD T45;PX1147B;214;213;1;0,83;0,83
20/06/2024;LALA;BYD T45;LG23170;229;207;22;15,68;0,71
20/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A013;256725;256510;215;278,4;1,29
20/06/2024;LALA;JAC E10X;58J420;576;485;91;11,72;0,13
20/06/2024;LALA;BYD T45;LG23183;194;194;0;0;NULL
20/06/2024;LIVERPOOL;Renault Kangoo;24J527;91770;91614;156;28,31;0,18
20/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A011;248183;247901;282;365,16;1,29
