dia;Operador;Modelo;Placa;Odometro Final;Odometro Inicial;Distancia Diaria;energy;kWh/km
05/08/2024;GRUPO MODELO;BYD T018 SWB;RE7711A;23078;22990;88;106,81;1,21
05/08/2024;GRUPO MODELO;BYD T018 SWB;RE7701A;27778;27676;102;114,45;1,12
05/08/2024;MAXUS;AT EV 2.5;LSF1L2301PD200772;8256;8201;55;NULL;NULL
05/08/2024;LALA;BYD T45;33J145;16784;16750;34;27,94;0,82
05/08/2024;CEMEX;Q3MA;13BA7R;11084;11001;83;NULL;NULL
05/08/2024;LALA;JAC E10X;58J360;6908;6706;202;23,47;0,12
05/08/2024;LALA;JAC E10X;33N825;116;116;0;0;NULL
05/08/2024;LALA;BYD T45;31J868;19035;18997;38;28,97;0,76
05/08/2024;SUPREME RESOURCES;BYD T018 SWB;A788AH;19605;19553;52;42,87;0,82
05/08/2024;LALA;BYD T45;LG23192;252;252;0;0;NULL
05/08/2024;BOSQUES DE SANTA FE;JAC EJ7;26F459;164863;164741;122;22;0,18
05/08/2024;GRUPO MODELO;BYD T018 SWB;RE7704A;14176;14176;0;0;NULL
05/08/2024;LALA;BYD T45;LG23190;1022;973;49;29,59;0,6
05/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A017;256524;256225;299;370,34;1,24
05/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A011;260156;259881;275;356,1;1,29
05/08/2024;DEMOS;Yutong E12;DEMO-12M-MTY;51489;51483;6;6,3;1,05
05/08/2024;ANDESMAR;Nissan Leaf;AF396WR;22367;22326;41;NULL;NULL
05/08/2024;LALA;BYD T45;LG23179;1879;1846;33;24,18;0,73
05/08/2024;SUPREME RESOURCES;BYD T45;A737AG;15960;15742;218;84,17;0,39
05/08/2024;GRUPO MODELO;BYD T018 SWB;RE7713A;23919;23869;50;58,4;1,17
05/08/2024;LALA;JAC E10X;57J998;4713;4594;119;14,2;0,12
05/08/2024;LALA;BYD T45;SY3462D;21281;21255;26;13,64;0,52
05/08/2024;LALA;BYD T45;EU2193C;1182;1144;38;25,58;0,67
06/08/2024;LALA;BYD T45;PX1148B;1285;1257;28;21,9;0,78
06/08/2024;LALA;BYD T45;EU2281C;567;489;78;40,93;0,52
06/08/2024;GRUPO MODELO;BYD T018 SWB;RE7712A;11894;11854;40;48,55;1,21
06/08/2024;GRUPO MODELO;BYD T018 SWB;RE7700A;25727;25632;95;110,95;1,17
06/08/2024;ANDESMAR;Nissan Leaf;AF396WR;22387;22367;20;NULL;NULL
06/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A013;269194;268930;264;341,85;1,29
06/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A014;266200;265926;274;354,8;1,29
06/08/2024;GRUPO MODELO;VW eDelivery;RN4492A;4617;4605;12;6,84;0,57
06/08/2024;GRUPO MODELO;BYD T018 SWB;RE7706A;31695;31619;76;87,02;1,15
06/08/2024;LALA;BYD T45;LG23183;249;216;33;25,48;0,77
06/08/2024;LALA;BYD T45;31J867;15202;15169;33;26,79;0,81
06/08/2024;LALA;BYD T45;EU2283C;954;920;34;20,2;0,59
06/08/2024;LALA;JAC E10X;58J364;1801;1764;37;5;0,14
06/08/2024;UNILEVER;Fotón S3;LG02452;9175;9139;36;19,22;0,53
06/08/2024;LALA;BYD T45;LG23166;1541;1541;0;0;NULL
06/08/2024;DHL-Brasil;JAC IEV1200T PLUS;GHQ8J41;17173;17039;134;NULL;NULL
06/08/2024;HEINEKEN;BYD T018 SWB;19192;12205;12155;50;37,79;0,76
06/08/2024;LALA;JAC E10X;58J363;2678;2675;3;0,41;0,14
06/08/2024;HEINEKEN;BYD T018 SWB;19193;8709;8687;22;19,65;0,89
06/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A015;267723;267411;312;386,44;1,24
06/08/2024;ANDESMAR;Nissan Leaf;AF640FI;6216;6174;42;NULL;NULL
06/08/2024;SIGMA ALIMENTOS;JAC E10X;28J427;50984;50906;78;12,25;0,16
06/08/2024;UNILEVER;Fotón TM3;LG25459;2789;2783;6;2,05;0,34
06/08/2024;HEINEKEN;BYD T018 SWB;19194;14550;14503;47;49,51;1,05
06/08/2024;DHL-Brasil;JAC IEV1200T PLUS;EMA3G24;16310;16310;0;NULL;NULL
06/08/2024;GRUPO MODELO;BYD T018 SWB;RE7711A;23206;23078;128;155,35;1,21
06/08/2024;LALA;JAC E10X;58J360;7087;6908;179;20,8;0,12
06/08/2024;LALA;BYD T45;LG23190;1064;1022;42;25,36;0,6
06/08/2024;DEMOS;Yutong E12;DEMO-12M-MTY;51497;51489;8;8,4;1,05
06/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A011;260437;260156;281;363,87;1,29
06/08/2024;SUPREME RESOURCES;BYD T45;A737AG;16198;15960;238;91,89;0,39
06/08/2024;LALA;BYD T45;EU2193C;1225;1182;43;28,95;0,67
06/08/2024;LALA;BYD T45;16N961;23212;23154;58;35,03;0,6
06/08/2024;LALA;BYD T45;SY3462D;21311;21281;30;15,74;0,52
06/08/2024;LALA;JAC E10X;58J046;1148;1099;49;7,39;0,15
06/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A016;266012;265709;303;392,35;1,29
06/08/2024;LALA;BYD T45;16N962;11899;11874;25;20,3;0,81
06/08/2024;LIVERPOOL;Renault Kangoo;33J570;21715;21674;41;6,09;0,15
06/08/2024;LALA;JAC E10X;58J037;4112;3996;116;14,57;0,13
06/08/2024;MERCADO LIBRE;BYD T45;38J602;4800;4800;0;0;NULL
06/08/2024;DEMOS;Skywell D11;45F111;26955;26890;65;11,47;0,18
06/08/2024;CEMEX;Q3MA;14BA7R;12303;12268;35;NULL;NULL
06/08/2024;LALA;JAC E10X;58J036;1260;1203;57;5,91;0,1
06/08/2024;ANDESMAR;Nissan Leaf;AF640FM;6673;6550;123;NULL;NULL
06/08/2024;LALA;BYD T45;16N963;17719;17671;48;29,46;0,61
06/08/2024;LALA;BYD T45;LG23176;1640;1611;29;16,65;0,57
06/08/2024;BOSQUES DE SANTA FE;JAC EJ7;26F459;164926;164863;63;11,36;0,18
06/08/2024;LALA;JAC E10X;57J998;4882;4713;169;20,17;0,12
06/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A017;256808;256524;284;351,76;1,24
06/08/2024;LALA;BYD T45;LG23179;1929;1879;50;36,63;0,73
06/08/2024;LALA;BYD T45;31J868;19055;19035;20;15,25;0,76
06/08/2024;LALA;JAC E10X;57J997;4237;4143;94;12,99;0,14
06/08/2024;LALA;BYD T45;LG23192;300;252;48;34,69;0,72
06/08/2024;SUPREME RESOURCES;BYD T018 SWB;A788AH;19605;19605;0;0;NULL
06/08/2024;CEMEX;Q3MA;13BA7R;11132;11084;48;NULL;NULL
06/08/2024;MAXUS;AT EV 2.5;LSF1L2301PD200772;8384;8256;128;NULL;NULL
06/08/2024;LALA;JAC E10X;57J996;2007;1948;59;7,6;0,13
06/08/2024;LALA;BYD T45;33J145;16811;16784;27;22,19;0,82
06/08/2024;GRUPO MODELO;BYD T018 SWB;RE7703A;23955;23904;51;59,56;1,17
06/08/2024;LALA;JAC E10X;57J995;869;822;47;7,82;0,17
06/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;1210276;224087;223953;134;173,52;1,29
06/08/2024;GRUPO MODELO;BYD T018 SWB;RE7708A;24057;24057;0;0;NULL
06/08/2024;BOSQUES DE SANTA FE;JAC EJ7;80F209;164704;164619;85;14,9;0,18
06/08/2024;LALA;BYD T45;LG23178;250;215;35;22,18;0,63
06/08/2024;LALA;JAC E10X;57J869;2160;2088;72;9,5;0,13
06/08/2024;LALA;BYD T45;LPESKB3B4N0000078;200;200;0;0;NULL
06/08/2024;SIGMA ALIMENTOS;JAC E10X;28J438;59195;59094;101;15,86;0,16
06/08/2024;LALA;BYD T45;32J981;18466;18425;41;25,98;0,63
06/08/2024;LALA;JAC E10X;38N097;138;100;38;4,77;0,13
06/08/2024;OXXO;BYD T4C;LF-58-948;2928;2928;0;0;NULL
06/08/2024;MAXUS;AT EV 2.5;LSF1L2303PD200773;6177;6136;41;NULL;NULL
06/08/2024;BOSQUES DE SANTA FE;JAC EJ7;42F134;129111;128991;120;21,04;0,18
06/08/2024;LALA;JAC E10X;38N096;463;416;47;7,08;0,15
06/08/2024;BOSQUES DE SANTA FE;JAC EJ7;26F433;152293;152058;235;38,85;0,17
06/08/2024;GRUPO MODELO;BYD T018 SWB;RE7704A;14223;14176;47;63,5;1,35
06/08/2024;LALA;JAC E10X;38N095;363;320;43;4,46;0,1
06/08/2024;LALA;BYD T45;PX1147B;994;964;30;24,95;0,83
06/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A009;260203;259901;302;374,06;1,24
06/08/2024;BOSQUES DE SANTA FE;JAC EJ7;28F749;145046;144938;108;21,1;0,2
06/08/2024;LALA;JAC E10X;38N093;356;338;18;2,88;0,16
06/08/2024;LALA;BYD T45;32J974;18404;18367;37;30,04;0,81
06/08/2024;LALA;JAC E10X;33N826;475;404;71;6,91;0,1
06/08/2024;SIGMA ALIMENTOS;JAC E10X;28J439;49596;49514;82;11,07;0,14
06/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A010;260345;260072;273;338,14;1,24
06/08/2024;UNILEVER;Fotón S3;LG02465;9482;9447;35;22,27;0,64
06/08/2024;LALA;BYD T45;32J972;17627;17600;27;NULL;NULL
06/08/2024;LIVERPOOL;FORD eTransit;35J480;31738;31654;84;19,14;0,23
06/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A012;259620;259354;266;344,44;1,29
06/08/2024;GRUPO MODELO;BYD T018 SWB;RE7713A;24022;23919;103;120,29;1,17
06/08/2024;LALA;BYD T45;LG23180;1717;1684;33;22,87;0,69
06/08/2024;GRUPO MODELO;BYD T018 SWB;RE7701A;27821;27778;43;48,25;1,12
06/08/2024;GRUPO MODELO;VW eDelivery;RD1185A;6010;5982;28;25,76;0,92
06/08/2024;LIVERPOOL;JAC E Sunray;25J829;21048;21046;2;0,76;0,38
06/08/2024;LIVERPOOL;FORD eTransit;32J307;16460;16408;52;13,59;0,26
07/08/2024;LALA;JAC E10X;58J037;4226;4112;114;14,32;0,13
07/08/2024;LALA;BYD T45;33J145;16842;16811;31;25,47;0,82
07/08/2024;DHL-Brasil;JAC IEV1200T PLUS;GHQ8J41;17311;17173;138;NULL;NULL
07/08/2024;LALA;BYD T45;16N961;23264;23212;52;31,4;0,6
07/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A012;259905;259620;285;369,05;1,29
07/08/2024;GRUPO MODELO;BYD T018 SWB;RE7703A;24025;23955;70;81,75;1,17
07/08/2024;MERCADO LIBRE;BYD T45;38J602;4823;4800;23;11,16;0,49
07/08/2024;SIGMA ALIMENTOS;JAC E10X;28J439;49682;49596;86;11,61;0,14
07/08/2024;LIVERPOOL;Renault Kangoo;33J570;21767;21715;52;7,72;0,15
07/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A017;257009;256808;201;248,96;1,24
07/08/2024;GRUPO MODELO;BYD T018 SWB;RE7704A;14279;14223;56;75,66;1,35
07/08/2024;ANDESMAR;Nissan Leaf;AF640FI;6357;6216;141;NULL;NULL
07/08/2024;LALA;BYD T45;PX1148B;1317;1285;32;25,03;0,78
07/08/2024;LALA;BYD T45;LG23183;289;249;40;30,89;0,77
07/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A015;268009;267723;286;354,24;1,24
07/08/2024;GRUPO MODELO;BYD T018 SWB;RE7709A;15534;15534;0;0;NULL
07/08/2024;LALA;JAC E10X;57J997;4338;4237;101;13,95;0,14
07/08/2024;SUPREME RESOURCES;BYD T018 SWB;A788AH;19605;19605;0;0;NULL
07/08/2024;LALA;BYD T45;LG23192;337;300;37;26,74;0,72
07/08/2024;LALA;JAC E10X;57J995;906;869;37;6,16;0,17
07/08/2024;PEPSICO;BYD T4C;LA95BN27XN01C0011;1167;1165;2;0,56;0,28
07/08/2024;GRUPO MODELO;BYD T018 SWB;RE7713A;24086;24022;64;74,75;1,17
07/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A016;266285;266012;273;353,51;1,29
07/08/2024;99 MINUTOS;Dayun E3;A778AG;7292;7292;0;NULL;NULL
07/08/2024;LALA;JAC E10X;38N095;427;363;64;6,63;0,1
07/08/2024;DEMOS;Yutong E12;DEMO-12M-MTY;51504;51497;7;7,35;1,05
07/08/2024;SUPREME RESOURCES;BYD T45;A737AG;16319;16198;121;46,72;0,39
07/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;1210276;224310;224087;223;288,76;1,29
07/08/2024;BOSQUES DE SANTA FE;JAC EJ7;26F459;165097;164926;171;30,84;0,18
07/08/2024;99 MINUTOS;Dayun E3;A779AG;11852;11852;0;NULL;NULL
07/08/2024;GRUPO MODELO;BYD T018 SWB;RE7702A;6497;6497;0;0;NULL
07/08/2024;SIGMA ALIMENTOS;JAC E10X;28J427;51071;50984;87;13,66;0,16
07/08/2024;HEINEKEN;BYD T018 SWB;19193;8732;8709;23;20,54;0,89
07/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A009;260498;260203;295;365,39;1,24
07/08/2024;ANDESMAR;Nissan Leaf;AF396WR;22406;22387;19;NULL;NULL
07/08/2024;LALA;BYD T45;LG23179;1966;1929;37;27,11;0,73
07/08/2024;LALA;JAC E10X;38N096;558;463;95;14,32;0,15
07/08/2024;LALA;BYD T45;16N962;11927;11899;28;22,73;0,81
07/08/2024;DEMOS;Skywell D11;45F111;26955;26955;0;0;NULL
07/08/2024;LIVERPOOL;FORD eTransit;35J480;31820;31738;82;18,68;0,23
07/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A014;266460;266200;260;336,67;1,29
07/08/2024;LALA;BYD T45;LG23190;1102;1064;38;22,95;0,6
07/08/2024;LALA;JAC E10X;38N093;396;356;40;6,41;0,16
07/08/2024;LALA;JAC E10X;58J360;7251;7087;164;19,05;0,12
07/08/2024;BOSQUES DE SANTA FE;JAC EJ7;80F209;164796;164704;92;16,13;0,18
07/08/2024;BOSQUES DE SANTA FE;JAC EJ7;28F749;145204;145046;158;30,87;0,2
07/08/2024;BOSQUES DE SANTA FE;JAC EJ7;26F433;152430;152293;137;22,65;0,17
07/08/2024;LALA;BYD T45;EU2281C;626;567;59;30,96;0,52
07/08/2024;SIGMA ALIMENTOS;JAC E10X;28J438;59318;59195;123;19,31;0,16
07/08/2024;LALA;BYD T45;31J867;15239;15202;37;30,04;0,81
07/08/2024;GRUPO MODELO;VW eDelivery;RN4492A;4626;4617;9;5,13;0,57
07/08/2024;99 MINUTOS;Dayun E3;A781AG;11625;11623;2;NULL;NULL
07/08/2024;LALA;BYD T45;LG23182;941;941;0;0;NULL
07/08/2024;LALA;JAC E10X;58J362;1282;1251;31;3,21;0,1
07/08/2024;CEMEX;Q3MA;13BA7R;11187;11132;55;NULL;NULL
07/08/2024;LALA;JAC E10X;57J869;2211;2160;51;6,73;0,13
07/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A013;269493;269194;299;387,18;1,29
07/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A011;260698;260437;261;337,97;1,29
07/08/2024;UNILEVER;Fotón S3;LG02465;9553;9482;71;45,17;0,64
07/08/2024;LIVERPOOL;FORD eTransit;32J307;16512;16460;52;13,59;0,26
07/08/2024;LALA;BYD T45;LG23191;1113;1113;0;0;NULL
07/08/2024;MAXUS;AT EV 2.5;LSF1L2301PD200772;8515;8384;131;NULL;NULL
07/08/2024;LALA;BYD T45;LG23180;1751;1717;34;23,56;0,69
07/08/2024;LALA;BYD T45;EU2193C;1262;1225;37;24,91;0,67
07/08/2024;LALA;BYD T45;LG23166;1541;1541;0;0;NULL
07/08/2024;GRUPO MODELO;BYD T018 SWB;RE7701A;27934;27821;113;126,8;1,12
07/08/2024;LALA;BYD T45;32J981;18510;18466;44;27,88;0,63
07/08/2024;GRUPO MODELO;BYD T018 SWB;RE7711A;23351;23206;145;175,99;1,21
07/08/2024;ANDESMAR;Nissan Leaf;AF640FM;6798;6673;125;NULL;NULL
07/08/2024;UNILEVER;Fotón TM3;LG25459;2864;2789;75;25,59;0,34
07/08/2024;LALA;JAC E10X;58J046;1203;1148;55;8,29;0,15
07/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A010;260645;260345;300;371,58;1,24
07/08/2024;LALA;BYD T45;LG23178;287;250;37;23,44;0,63
07/08/2024;LALA;JAC E10X;57J998;4976;4882;94;11,22;0,12
07/08/2024;LALA;BYD T45;32J972;17659;17627;32;NULL;NULL
07/08/2024;LALA;JAC E10X;38N097;455;138;317;39,82;0,13
07/08/2024;DHL-Brasil;JAC IEV1200T PLUS;EMA3G24;16442;16310;132;NULL;NULL
07/08/2024;LALA;BYD T45;16N963;17759;17719;40;24,55;0,61
07/08/2024;GRUPO MODELO;BYD T018 SWB;RE7700A;25795;25727;68;79,42;1,17
07/08/2024;LALA;BYD T45;PX1147B;1014;994;20;16,63;0,83
07/08/2024;GRUPO MODELO;VW eDelivery;RD1185A;6064;6010;54;49,68;0,92
07/08/2024;MAXUS;AT EV 2.5;LSF1L2303PD200773;6204;6177;27;NULL;NULL
07/08/2024;99 MINUTOS;Dayun E3;A780AG;19495;19495;0;NULL;NULL
07/08/2024;HEINEKEN;BYD T018 SWB;19194;14550;14550;0;0;NULL
07/08/2024;UNILEVER;Fotón S3;LG02452;9241;9175;66;35,24;0,53
07/08/2024;LALA;JAC E10X;33N826;541;475;66;6,42;0,1
07/08/2024;99 MINUTOS;Dayun E3;A406AG;14687;14687;0;NULL;NULL
07/08/2024;CEMEX;Q3MA;14BA7R;12412;12303;109;NULL;NULL
07/08/2024;LALA;JAC E10X;57J996;2098;2007;91;11,72;0,13
07/08/2024;LALA;BYD T45;LG23176;1725;1640;85;48,81;0,57
07/08/2024;BOSQUES DE SANTA FE;JAC EJ7;42F134;129168;129111;57;9,99;0,18
07/08/2024;LALA;JAC E10X;58J364;1862;1801;61;8,24;0,14
07/08/2024;LIVERPOOL;Renault Kangoo;24J527;93339;93150;189;34,3;0,18
07/08/2024;GRUPO MODELO;BYD T018 SWB;RE7708A;24124;24057;67;85,92;1,28
07/08/2024;HEINEKEN;BYD T018 SWB;19192;12245;12205;40;30,23;0,76
07/08/2024;LALA;BYD T45;EU2283C;980;954;26;15,44;0,59
07/08/2024;LALA;BYD T45;LG26417;14511;14510;1;0,88;0,88
07/08/2024;GRUPO MODELO;BYD T018 SWB;RE7712A;11960;11894;66;80,1;1,21
07/08/2024;GRUPO MODELO;BYD T018 SWB;RE7706A;31724;31695;29;33,21;1,15
07/08/2024;LALA;JAC E10X;58J036;1319;1260;59;6,11;0,1
08/08/2024;CEMEX;Q3MA;14BA7R;12422;12412;10;NULL;NULL
08/08/2024;LALA;JAC E10X;58J046;1253;1203;50;7,54;0,15
08/08/2024;LALA;JAC E10X;38N096;634;558;76;11,45;0,15
08/08/2024;SIGMA ALIMENTOS;JAC E10X;28J439;49779;49682;97;13,1;0,14
08/08/2024;GRUPO MODELO;BYD T018 SWB;RE7708A;24187;24124;63;80,79;1,28
08/08/2024;LALA;JAC E10X;57J997;4388;4338;50;6,91;0,14
08/08/2024;BOSQUES DE SANTA FE;JAC EJ7;26F433;152563;152430;133;21,99;0,17
08/08/2024;LIVERPOOL;FORD eTransit;32J307;16564;16512;52;13,59;0,26
08/08/2024;ANDESMAR;Nissan Leaf;AF640FM;6817;6798;19;NULL;NULL
08/08/2024;DHL-Brasil;JAC IEV1200T PLUS;GHQ8J41;17439;17311;128;NULL;NULL
08/08/2024;DEMOS;Yutong E12;DEMO-12M-MTY;51511;51504;7;7,35;1,05
08/08/2024;LALA;BYD T45;31J867;15260;15239;21;17,05;0,81
08/08/2024;LALA;BYD T45;32J972;17659;17659;0;NULL;NULL
08/08/2024;LALA;BYD T45;SY3462D;21370;21311;59;30,96;0,52
08/08/2024;GRUPO MODELO;BYD T018 SWB;RE7706A;31796;31724;72;82,44;1,15
08/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A014;266770;266460;310;401,42;1,29
08/08/2024;LALA;BYD T45;LG23192;379;337;42;30,35;0,72
08/08/2024;LALA;JAC E10X;38N095;438;427;11;1,14;0,1
08/08/2024;BOSQUES DE SANTA FE;JAC EJ7;28F749;145288;145204;84;16,41;0,2
08/08/2024;UNILEVER;Fotón S3;LG02452;9279;9241;38;20,29;0,53
08/08/2024;MAXUS;AT EV 2.5;LSF1L2301PD200772;8597;8515;82;NULL;NULL
08/08/2024;LALA;BYD T45;PX1147B;1032;1014;18;14,97;0,83
08/08/2024;LALA;JAC E10X;33N825;117;116;1;0,22;0,22
08/08/2024;LALA;JAC E10X;58J364;1897;1862;35;4,73;0,14
08/08/2024;GRUPO MODELO;VW eDelivery;RN4492A;4659;4626;33;18,81;0,57
08/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A011;260907;260698;209;270,63;1,29
08/08/2024;LALA;BYD T45;EU2283C;1016;980;36;21,38;0,59
08/08/2024;UNILEVER;Fotón TM3;LG25459;2900;2864;36;12,28;0,34
08/08/2024;LALA;JAC E10X;38N094;657;568;89;10,9;0,12
08/08/2024;LALA;JAC E10X;38N093;463;396;67;10,73;0,16
08/08/2024;SUPREME RESOURCES;BYD T018 SWB;A788AH;19694;19605;89;73,37;0,82
08/08/2024;SIGMA ALIMENTOS;JAC E10X;28J438;59425;59318;107;16,8;0,16
08/08/2024;LALA;BYD T45;LG23183;325;289;36;27,8;0,77
08/08/2024;LALA;JAC E10X;58J360;7380;7251;129;14,99;0,12
08/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A009;260780;260498;282;349,29;1,24
08/08/2024;LALA;BYD T45;LG23180;1783;1751;32;22,18;0,69
08/08/2024;CEMEX;Q3MA;13BA7R;11260;11187;73;NULL;NULL
08/08/2024;LALA;BYD T45;LG23191;1113;1113;0;0;NULL
08/08/2024;GRUPO MODELO;BYD T018 SWB;RE7711A;23431;23351;80;97,1;1,21
08/08/2024;DHL-Brasil;JAC IEV1200T PLUS;EMA3G24;16578;16442;136;NULL;NULL
08/08/2024;LALA;JAC E10X;58J037;4329;4226;103;12,94;0,13
08/08/2024;LALA;JAC E10X;57J998;5036;4976;60;7,16;0,12
08/08/2024;LALA;BYD T45;PX1148B;1348;1317;31;24,25;0,78
08/08/2024;HEINEKEN;BYD T018 SWB;19194;14587;14550;37;38,98;1,05
08/08/2024;LALA;BYD T45;16N961;23314;23264;50;30,2;0,6
08/08/2024;LALA;JAC E10X;57J996;2153;2098;55;7,08;0,13
08/08/2024;LALA;JAC E10X;58J036;1375;1319;56;5,8;0,1
08/08/2024;LALA;BYD T45;16N963;17806;17759;47;28,85;0,61
08/08/2024;LALA;BYD T45;EU2193C;1303;1262;41;27,6;0,67
08/08/2024;GRUPO MODELO;BYD T018 SWB;RE7703A;24091;24025;66;77,08;1,17
08/08/2024;LALA;BYD T45;33J145;16888;16842;46;37,8;0,82
08/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A017;257181;257009;172;213,04;1,24
08/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A016;266582;266285;297;384,59;1,29
08/08/2024;ANDESMAR;Nissan Leaf;AF640FI;6460;6357;103;NULL;NULL
08/08/2024;GRUPO MODELO;BYD T018 SWB;RE7709A;15534;15534;0;0;NULL
08/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A015;268291;268009;282;349,29;1,24
08/08/2024;GRUPO MODELO;BYD T018 SWB;RE7713A;24151;24086;65;75,91;1,17
08/08/2024;LALA;JAC E10X;57J995;971;906;65;10,82;0,17
08/08/2024;LIVERPOOL;Renault Kangoo;33J570;21826;21767;59;8,76;0,15
08/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;1210276;224594;224310;284;367,75;1,29
08/08/2024;HEINEKEN;BYD T018 SWB;19193;8752;8732;20;17,86;0,89
08/08/2024;LALA;BYD T45;16N962;11954;11927;27;21,92;0,81
08/08/2024;LIVERPOOL;FORD eTransit;35J480;31917;31820;97;22,1;0,23
08/08/2024;MERCADO LIBRE;BYD T45;38J602;4959;4823;136;65,97;0,49
08/08/2024;LALA;BYD T45;EU2281C;645;626;19;9,97;0,52
08/08/2024;SIGMA ALIMENTOS;JAC E10X;28J427;51156;51071;85;13,35;0,16
08/08/2024;LALA;BYD T45;LG23190;1140;1102;38;22,95;0,6
08/08/2024;BOSQUES DE SANTA FE;JAC EJ7;80F209;164874;164796;78;13,68;0,18
08/08/2024;BOSQUES DE SANTA FE;JAC EJ7;26F459;165189;165097;92;16,59;0,18
08/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A012;260201;259905;296;383,29;1,29
08/08/2024;LALA;BYD T45;LG23176;1752;1725;27;15,5;0,57
08/08/2024;UNILEVER;Fotón S3;LG02465;9600;9553;47;29,9;0,64
08/08/2024;LALA;JAC E10X;58J362;1299;1282;17;1,76;0,1
08/08/2024;GRUPO MODELO;BYD T018 SWB;RE7716A;28101;28101;0;0;NULL
08/08/2024;LALA;JAC E10X;57J869;2255;2211;44;5,8;0,13
08/08/2024;GRUPO MODELO;BYD T018 SWB;RE7700A;25816;25795;21;24,53;1,17
08/08/2024;LALA;BYD T45;LG23179;2011;1966;45;32,97;0,73
08/08/2024;GRUPO MODELO;BYD T018 SWB;RE7704A;14339;14279;60;81,07;1,35
08/08/2024;GRUPO MODELO;BYD T018 SWB;RE7712A;11996;11960;36;43,69;1,21
08/08/2024;GRUPO MODELO;BYD T018 SWB;RE7702A;6610;6497;113;126,8;1,12
08/08/2024;SUPREME RESOURCES;BYD T45;A737AG;16449;16319;130;50,19;0,39
08/08/2024;LALA;BYD T45;32J981;18553;18510;43;27,24;0,63
08/08/2024;HEINEKEN;BYD T018 SWB;19192;12306;12245;61;46,1;0,76
08/08/2024;MAXUS;AT EV 2.5;LSF1L2303PD200773;6264;6204;60;NULL;NULL
08/08/2024;GRUPO MODELO;BYD T018 SWB;RE7701A;28065;27934;131;147;1,12
08/08/2024;LALA;JAC E10X;38N097;473;455;18;2,26;0,13
08/08/2024;LALA;BYD T45;LG23178;327;287;40;25,34;0,63
08/08/2024;LALA;BYD T45;LG23166;1541;1541;0;0;NULL
08/08/2024;99 MINUTOS;Dayun E3;A781AG;11691;11625;66;NULL;NULL
08/08/2024;LALA;JAC E10X;33N826;595;541;54;5,26;0,1
08/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A010;260930;260645;285;353;1,24
08/08/2024;ANDESMAR;Nissan Leaf;AF396WR;22428;22406;22;NULL;NULL
08/08/2024;LALA;JAC E10X;58J363;2714;2678;36;4,86;0,14
08/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A013;269774;269493;281;363,87;1,29
08/08/2024;BOSQUES DE SANTA FE;JAC EJ7;42F134;129256;129168;88;15,43;0,18
09/08/2024;LALA;JAC E10X;57J996;2218;2153;65;8,37;0,13
09/08/2024;LALA;BYD T45;EU2193C;1346;1303;43;28,95;0,67
09/08/2024;LALA;BYD T45;LG23166;1541;1541;0;0;NULL
09/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A011;261202;260907;295;382;1,29
09/08/2024;LALA;JAC E10X;57J998;5184;5036;148;17,66;0,12
09/08/2024;LALA;BYD T45;LG23170;1210;1210;0;0;NULL
09/08/2024;LALA;BYD T45;31J772;9966;9966;0;0;NULL
09/08/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A017;257342;257181;161;199,41;1,24
09/08/2024;LALA;BYD T45;LG23179;2045;2011;34;24,91;0,73
